order_id,order_date,coupon_code,book_purchased,order_total,bonus_payout,won_lottery,amazon_name
254765,2022-05-11 13:09:43,ejir23,Stateline,0.99,2.01,1,Stateline
254769,2022-05-11 13:14:02,palh10,A Ruin Of Roses,2.99,0.0,0,A Ruin of Roses (Deliciously Dark Fairytales Book 1)
254770,2022-05-11 13:14:15,ulzo63,Primordial Earth,0.99,0.0,0,"Primordial Earth: Book 1 (The Extinction Series - A Prehistoric, Post-Apocalyptic, Sci-Fi Thriller)"
254771,2022-05-11 13:15:18,jzp211,Marriage With A Proper Stranger,0.99,2.01,1,Marriage with a Proper Stranger (Men of Wollstonecraft Hall Book 1)
254772,2022-05-11 13:16:00,0u0d22,Relics Of Utopia,0.99,2.01,1,Relics of Utopia (Starship Gilead Book 1)
254773,2022-05-11 13:16:31,gwup20,Unfettered,2.99,0.0,0,Unfettered
254774,2022-05-11 13:23:54,kimk16,The Man Eating Leopard of Rudraprayag,1.49,1.51,1,The Man Eating Leopard of Rudraprayag
254775,2022-05-11 13:27:29,9lf910,It's Not About You,1.99,0.0,0,It's Not About You: A Brief Guide to a Meaningful Life
254776,2022-05-11 13:31:10,o2rb10,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
254777,2022-05-11 13:33:45,dx6311,The Making Of The Godfather,0.99,2.01,1,The Making of the Godfather
254778,2022-05-11 13:39:25,z6sq61,Every Little Secret,0.99,0.0,0,Every Little Secret: A new suspense-packed psychological thriller for 2022!
254779,2022-05-11 13:40:50,atg442,Relics Of Utopia,0.99,0.0,0,Relics of Utopia (Starship Gilead Book 1)
254780,2022-05-11 13:47:36,kgdc76,The Making Of The Godfather,0.99,0.0,0,The Making of the Godfather
254781,2022-05-11 13:49:54,cpmf42,The Accidental Demon Slayer,0.99,0.0,0,The Accidental Demon Slayer (Biker Witches Mystery Book 1)
254782,2022-05-11 13:52:24,4lno27,The Perfect Suitor,0.99,0.0,0,The Perfect Suitor: A gripping psychological thriller with a shocking twist
254783,2022-05-11 14:35:09,erej12,Stateline,0.99,0.0,0,Stateline
254784,2022-05-16 09:52:30,test_c,Don't Lie To Me,0.99,0.0,0,DON'T LIE TO ME (Eva Rae Thomas Mystery Book 1)
254785,2022-05-17 10:46:34,test_c,A Ruin Of Roses,2.99,0.009999999999999787,1,A Ruin of Roses (Deliciously Dark Fairytales Book 1)
254787,2022-05-19 15:18:54,zpxb10,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
254788,2022-05-19 15:18:56,ezyc12,Every Little Secret,0.99,0.0,0,Every Little Secret: A new suspense-packed psychological thriller for 2022!
254789,2022-05-19 15:19:30,jvhz16,Exodus,0.99,0.0,0,Exodus: Alpha Colony Book 1
254790,2022-05-19 15:19:53,xquc13,Every Little Secret,0.99,2.01,1,Every Little Secret: A new suspense-packed psychological thriller for 2022!
254791,2022-05-19 15:20:50,tydb14,Marriage With A Proper Stranger,0.99,0.0,0,Marriage with a Proper Stranger (Men of Wollstonecraft Hall Book 1)
254792,2022-05-19 15:20:53,y1lo10,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
254793,2022-05-19 15:21:09,rhb442,The Secret Of Giza,0.99,2.01,1,The Secret of Giza (The Kwan Thrillers Book 1)
254794,2022-05-19 15:21:24,qd5b20,The One Night,1.99,1.01,1,The One Night : A Novella
254795,2022-05-19 15:21:29,fqqo20,Remember Me?,0.99,2.01,1,Remember Me?: An addictive psychological thriller that you won't be able to put down in 2022
254799,2022-05-19 15:22:10,bsqd10,The Making Of The Godfather,0.99,0.0,0,The Making of the Godfather
254800,2022-05-19 15:22:23,cmlj12,Mrs. Kennedy And Me,1.99,1.01,1,Mrs. Kennedy and Me: An Intimate Memoir
254801,2022-05-19 15:22:27,b7ig13,Visitor,0.99,0.0,0,Visitor (Transcendence Book 1)
254802,2022-05-19 15:22:33,iwv654,Legends And Lattes,2.99,0.0,0,Legends & Lattes: A Novel of High Fantasy and Low Stakes
254803,2022-05-19 15:22:41,36e522,Don't Lie To Me,0.99,0.0,0,DON'T LIE TO ME (Eva Rae Thomas Mystery Book 1)
254804,2022-05-19 15:22:51,aqwa15,The Making Of The Godfather,0.99,0.0,0,The Making of the Godfather
254805,2022-05-19 15:23:11,mc5l46,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
254806,2022-05-19 15:23:17,f2xq63,Left Out By The System,2.99,0.0,0,Left Out By The System: Post-Apocalyptic LitRPG Adventure (Lonely Apocalypse Book 1)
254807,2022-05-19 15:23:34,bhtk10,Revelations,2.99,0.0,0,Revelations: Ancient Origins Book 1
254808,2022-05-19 15:23:35,ggsl22,Stateline,0.99,0.0,0,Stateline
254809,2022-05-19 15:23:37,ogzl46,The One Night,1.99,0.0,0,The One Night : A Novella
254810,2022-05-19 15:23:49,yhvi10,The Accidental Demon Slayer,0.99,0.0,0,The Accidental Demon Slayer (Biker Witches Mystery Book 1)
254811,2022-05-19 15:23:56,bojj72,Dead By Sunset,1.99,0.0,0,"Dead by Sunset: Perfect Husband, Perfect Killer?"
254812,2022-05-19 15:24:20,ll1i23,Remember Me?,0.99,0.0,0,Remember Me?: An addictive psychological thriller that you won't be able to put down in 2022
254813,2022-05-19 15:25:00,4bzy34,The Lost Girls Of Ireland,0.99,2.01,1,The Lost Girls Of Ireland
254814,2022-05-19 15:25:04,j5bi13,There's A Bear In The House!,1.99,0.0,0,There's a Bear In the House!
254815,2022-05-19 15:25:05,kvhq34,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
254816,2022-05-19 15:25:16,deni34,Primordial Earth,0.99,2.01,1,"Primordial Earth: Book 1 (The Extinction Series - A Prehistoric, Post-Apocalyptic, Sci-Fi Thriller)"
254817,2022-05-19 15:25:18,rity30,Stateline,0.99,0.0,0,Stateline
254818,2022-05-19 15:26:03,3wzd14,Rebound Love,2.99,0.0,0,Rebound Love (Whiskey Run: Sugar)
254819,2022-05-19 15:26:04,oexe74,Visitor,0.99,0.0,0,Visitor (Transcendence Book 1)
254820,2022-05-19 15:26:06,gjog31,The Alibi,2.99,0.0,0,The Alibi
254821,2022-05-19 15:26:12,8cae22,Stateline,0.99,2.01,1,Stateline
254822,2022-05-19 15:26:22,rvw033,The School Mistress,0.99,0.0,0,The School Mistress (Emerson Pass Historicals Book 1)
254823,2022-05-19 15:26:22,2g7o42,It's Not About You,1.99,0.0,0,It's Not About You: A Brief Guide to a Meaningful Life
254824,2022-05-19 15:26:32,ws0m25,The Girls On The Shore,0.99,2.01,1,The Girls on the Shore
254825,2022-05-19 15:27:04,jzqz73,Where Away,0.99,2.01,1,Where Away (Illustrated): The Story of the USS Marblehead
254826,2022-05-19 15:27:04,e6rb34,Every Little Secret,0.99,0.0,0,Every Little Secret: A new suspense-packed psychological thriller for 2022!
254827,2022-05-19 15:27:15,1xrd63,Dark Stranger The Dream,0.99,0.0,0,Dark Stranger The Dream (The Children Of The Gods Paranormal Romance Book 1)
254828,2022-05-19 15:27:30,t8om14,The Golden Girls' Getaway,0.99,0.0,0,"The Golden Girls' Getaway: The perfect feel-good, funny read from USA Today bestseller Judy Leigh for 2022"
254829,2022-05-19 15:28:05,lgkd46,Every Little Secret,0.99,0.0,0,Every Little Secret: A new suspense-packed psychological thriller for 2022!
254830,2022-05-19 15:28:16,x5qy30,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
254831,2022-05-19 15:28:20,75yn22,The Power Of Hades,0.99,0.0,0,The Power of Hades: A Fated Mates Fantasy Romance (The Hades Trials Book 1)
254832,2022-05-19 15:28:25,w5sh25,Every Little Secret,0.99,2.01,1,Every Little Secret: A new suspense-packed psychological thriller for 2022!
254833,2022-05-19 15:28:26,hzhp34,Prime Example,2.99,0.0,0,Prime Example (Rim Jumper Book 1)
254834,2022-05-19 15:28:59,y0hb62,Every Little Secret,0.99,0.0,0,Every Little Secret: A new suspense-packed psychological thriller for 2022!
254835,2022-05-19 15:29:10,dded14,The Lost Girl In Paris,0.99,0.0,0,The Lost Girl in Paris: A brand new gripping and heartbreaking WW2 historical novel for 2022
254836,2022-05-19 15:29:29,b3cl34,The Girls On The Shore,0.99,0.0,0,The Girls on the Shore
254837,2022-05-19 15:29:31,ecu312,Mrs. Kennedy And Me,1.99,0.0,0,Mrs. Kennedy and Me: An Intimate Memoir
254838,2022-05-19 15:29:37,8dtf13,The Man Eating Leopard of Rudraprayag,1.49,1.51,1,The Man Eating Leopard of Rudraprayag
254839,2022-05-19 15:29:42,51r642,Sisters Behaving Badly,2.99,0.0,0,"Sisters Behaving Badly: The laugh-out-loud, feel-good adventure from #1 bestselling author Maddie Please for 2022"
254840,2022-05-19 15:29:56,gtld25,Relics Of Utopia,0.99,0.0,0,Relics of Utopia (Starship Gilead Book 1)
254841,2022-05-19 15:29:56,w10d12,Stateline,0.99,2.01,1,Stateline
254842,2022-05-19 15:29:57,qjiz25,Clap Back,1.99,0.0,0,Clap Back (Black Stars)
254843,2022-05-19 15:30:00,9bmp47,The Secret Of Giza,0.99,2.01,1,The Secret of Giza (The Kwan Thrillers Book 1)
254844,2022-05-19 15:30:23,aw0z12,The Accidental Demon Slayer,0.99,0.0,0,The Accidental Demon Slayer (Biker Witches Mystery Book 1)
254845,2022-05-19 15:30:24,dxj011,A Touch Of Darkness,2.99,0.0,0,A Touch of Darkness (Hades X Persephone Book 1)
254846,2022-05-19 15:31:18,chy523,Primordial Earth,0.99,0.0,0,"Primordial Earth: Book 1 (The Extinction Series - A Prehistoric, Post-Apocalyptic, Sci-Fi Thriller)"
254847,2022-05-19 15:31:41,8a2j74,There's A Bear In The House!,1.99,0.0,0,There's a Bear In the House!
254848,2022-05-19 15:31:43,cwrm66,Primordial Earth,0.99,2.01,1,"Primordial Earth: Book 1 (The Extinction Series - A Prehistoric, Post-Apocalyptic, Sci-Fi Thriller)"
254849,2022-05-19 15:32:05,ykh312,Dark Stranger The Dream,0.99,0.0,0,Dark Stranger The Dream (The Children Of The Gods Paranormal Romance Book 1)
254850,2022-05-19 15:32:38,g6uv14,Trayvon: Ten Years Later,1.99,0.0,0,Trayvon: Ten Years Later
254851,2022-05-19 15:32:45,hzoq65,Visitor,0.99,0.0,0,Visitor (Transcendence Book 1)
254852,2022-05-19 15:33:01,ikts17,There's A Bear In The House!,1.99,0.0,0,There's a Bear In the House!
254853,2022-05-19 15:33:05,uygo23,Six Minutes To Freedom,1.99,0.0,0,Six Minutes To Freedom
254854,2022-05-19 15:33:14,2isp34,Dark Purpose,1.49,1.51,1,Dark Purpose (Charli Cross Mystery Series Book 1)
254855,2022-05-19 15:33:22,uigy25,Every Little Secret,0.99,2.01,1,Every Little Secret: A new suspense-packed psychological thriller for 2022!
254856,2022-05-19 15:33:44,uzak42,Deadly Games,2.99,0.0,0,Deadly Games: A Cavendish & Walker Novel - Book 1
254857,2022-05-19 15:34:38,jcwl63,I Survived To Tell,0.99,0.0,0,I Survived to Tell: A Holocaust Memoir about Survival in the Warsaw Ghetto and 7 Camps
254858,2022-05-19 15:34:48,ovqg21,Dark Purpose,1.49,0.0,0,Dark Purpose (Charli Cross Mystery Series Book 1)
254859,2022-05-19 15:35:35,tnn827,The Accidental Demon Slayer,0.99,2.01,1,The Accidental Demon Slayer (Biker Witches Mystery Book 1)
254860,2022-05-19 15:35:47,x59b53,Relics Of Utopia,0.99,0.0,0,Relics of Utopia (Starship Gilead Book 1)
254861,2022-05-19 15:35:58,0dul10,The School Mistress,0.99,2.01,1,The School Mistress (Emerson Pass Historicals Book 1)
254862,2022-05-19 15:36:50,wcmw25,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
254863,2022-05-19 15:37:31,mjir11,Relics Of Utopia,0.99,2.01,1,Relics of Utopia (Starship Gilead Book 1)
254864,2022-05-19 15:37:55,wrsy41,I Survived To Tell,0.99,0.0,0,I Survived to Tell: A Holocaust Memoir about Survival in the Warsaw Ghetto and 7 Camps
254865,2022-05-19 15:38:13,w6lh50,I Survived To Tell,0.99,2.01,1,I Survived to Tell: A Holocaust Memoir about Survival in the Warsaw Ghetto and 7 Camps
254866,2022-05-19 15:40:13,oino15,The Man Eating Leopard of Rudraprayag,1.49,0.0,0,The Man Eating Leopard of Rudraprayag
254867,2022-05-19 15:41:21,zr2e64,Relics Of Utopia,0.99,0.0,0,Relics of Utopia (Starship Gilead Book 1)
254868,2022-05-19 15:42:24,tsfs22,The Making Of The Godfather,0.99,2.01,1,The Making of the Godfather
254869,2022-05-19 15:42:41,jhr211,Visitor,0.99,0.0,0,Visitor (Transcendence Book 1)
254870,2022-05-19 15:42:50,tdnv46,Visitor,0.99,0.0,0,Visitor (Transcendence Book 1)
254871,2022-05-19 15:43:21,owzg22,The Making Of The Godfather,0.99,0.0,0,The Making of the Godfather
254872,2022-05-19 15:43:36,1fno33,I Survived To Tell,0.99,0.0,0,I Survived to Tell: A Holocaust Memoir about Survival in the Warsaw Ghetto and 7 Camps
254873,2022-05-19 15:43:39,skd060,Primordial Earth,0.99,2.01,1,"Primordial Earth: Book 1 (The Extinction Series - A Prehistoric, Post-Apocalyptic, Sci-Fi Thriller)"
254874,2022-05-19 15:45:44,1ggy20,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
254875,2022-05-19 15:45:54,lm9y21,Hieronymus Bosch: A Mysterious Profile,2.99,0.009999999999999787,1,Hieronymus Bosch: A Mysterious Profile (Mysterious Profiles)
254876,2022-05-19 15:46:07,bbni31,Every Little Secret,0.99,0.0,0,Every Little Secret: A new suspense-packed psychological thriller for 2022!
254877,2022-05-19 15:46:20,k6zs72,Stateline,0.99,0.0,0,Stateline
254878,2022-05-19 15:46:25,p1un22,Stateline,0.99,0.0,0,Stateline
254879,2022-05-19 15:47:31,8yvt50,Her Second Death,1.99,0.0,0,Her Second Death: A Short Story (Bree Taggert)
254880,2022-05-19 15:47:53,pz8344,Kingdoms At War,0.99,0.0,0,Kingdoms at War: An Epic Fantasy Adventure (Dragon Gate Book 1)
254881,2022-05-19 15:50:07,gdmx42,It's Not About You,1.99,0.0,0,It's Not About You: A Brief Guide to a Meaningful Life
254882,2022-05-19 15:52:04,nqpp10,I Survived To Tell,0.99,0.0,0,I Survived to Tell: A Holocaust Memoir about Survival in the Warsaw Ghetto and 7 Camps
254883,2022-05-19 15:53:51,mes775,Every Little Secret,0.99,0.0,0,Every Little Secret: A new suspense-packed psychological thriller for 2022!
254884,2022-05-19 15:55:35,nb5p10,There's A Bear In The House!,1.99,1.01,1,There's a Bear In the House!
254885,2022-05-19 15:55:48,cu0y50,Exodus,0.99,0.0,0,Exodus: Alpha Colony Book 1
254886,2022-05-19 15:56:12,rx3710,Where Away,0.99,0.0,0,Where Away (Illustrated): The Story of the USS Marblehead
254887,2022-05-19 15:56:25,abfq21,Boogeyman Booty Call,2.99,0.0,0,Boogeyman Booty Call: A Romance for Monster Lovers (Shadow Network Romance)
254888,2022-05-19 15:59:17,jt5i40,Every Little Secret,0.99,2.01,1,Every Little Secret: A new suspense-packed psychological thriller for 2022!
254889,2022-05-19 15:59:59,d5od41,Mrs. Kennedy And Me,1.99,0.0,0,Mrs. Kennedy and Me: An Intimate Memoir
254890,2022-05-19 16:00:58,wse711,The Accidental Demon Slayer,0.99,2.01,1,The Accidental Demon Slayer (Biker Witches Mystery Book 1)
254891,2022-05-19 16:01:06,vsqp37,Whispers Of Ruin,2.99,0.009999999999999787,1,Whispers of Ruin: An Epic Fantasy Saga (The Famine Cycle #1)
254892,2022-05-19 16:02:33,o2yp41,Blood Line,2.99,0.009999999999999787,1,Blood Line (A Tom Rollins Thriller Book 1)
254893,2022-05-19 16:03:08,jqad10,Waco: A Survivor's Story,2.99,0.009999999999999787,1,Waco: A Survivor's Story
254894,2022-05-19 16:03:40,zvch12,The Lost Girl In Paris,0.99,2.01,1,The Lost Girl in Paris: A brand new gripping and heartbreaking WW2 historical novel for 2022
254895,2022-05-19 16:03:53,gxir34,Mrs. Kennedy And Me,1.99,0.0,0,Mrs. Kennedy and Me: An Intimate Memoir
254896,2022-05-19 16:04:19,vgx327,Herland,0.99,2.01,1,"Herland (1915) (includes ""The Yellow Wallpaper"")"
254897,2022-05-19 16:06:14,3xnu30,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
254898,2022-05-19 16:08:00,ebvs42,Black Cop's Kid,1.99,0.0,0,Black Cop's Kid: An Essay
254899,2022-05-19 16:08:28,v5cq37,A Ruin Of Roses,2.99,0.0,0,A Ruin of Roses (Deliciously Dark Fairytales Book 1)
254900,2022-05-19 16:10:44,qigu15,Dead By Sunset,1.99,0.0,0,"Dead by Sunset: Perfect Husband, Perfect Killer?"
254901,2022-05-19 16:14:09,sb0l46,Stateline,0.99,2.01,1,Stateline
254902,2022-05-19 16:14:32,jcsl17,Stateline,0.99,0.0,0,Stateline
254903,2022-05-19 16:16:25,9t1s56,Mrs. Kennedy And Me,1.99,0.0,0,Mrs. Kennedy and Me: An Intimate Memoir
254904,2022-05-19 16:22:05,1x5x31,The Lost Girls Of Ireland,0.99,2.01,1,The Lost Girls Of Ireland
254905,2022-05-19 16:25:46,ljhp31,Nepenthe,2.99,0.009999999999999787,1,Nepenthe: A Tentacle Alien Space Fantasy (We Are Nepenthe Book 1)
254906,2022-05-19 16:29:31,7mtq34,A Touch Of Darkness,2.99,0.0,0,A Touch of Darkness (Hades X Persephone Book 1)
254907,2022-05-19 16:30:25,ppsr27,Stateline,0.99,0.0,0,Stateline
254908,2022-05-19 16:31:45,4eyj25,Dark Purpose,1.49,0.0,0,Dark Purpose (Charli Cross Mystery Series Book 1)
254909,2022-05-19 16:32:27,tuqo34,The Lost Girls Of Ireland,0.99,0.0,0,The Lost Girls Of Ireland
254910,2022-05-19 16:32:30,b7ka37,Truck Driver,0.99,0.0,0,Truck Driver
254911,2022-05-19 16:32:53,sctx12,Don't Lie To Me,0.99,2.01,1,DON'T LIE TO ME (Eva Rae Thomas Mystery Book 1)
254912,2022-05-19 16:33:31,cdiu10,Stateline,0.99,0.0,0,Stateline
254913,2022-05-19 16:33:42,ir4i14,Stateline,0.99,0.0,0,Stateline
254914,2022-05-19 16:36:25,wc9t12,Punch Me Up To The Gods,1.99,0.0,0,Punch Me Up To The Gods: A Memoir
254915,2022-05-19 16:40:32,jvyd54,A Perfect Lady For The Beastly Duke,0.99,0.0,0,A Perfect Lady for the Beastly Duke: A Historical Regency Romance Novel
254916,2022-05-19 16:43:34,qwcp41,A Dragon's Chains,2.99,0.009999999999999787,1,A Dragon's Chains: An Epic Fantasy Saga (The Remembered War Book 1)
254917,2022-05-19 16:43:55,r7wg25,Stateline,0.99,2.01,1,Stateline
254918,2022-05-19 16:48:46,4ub334,The School Mistress,0.99,0.0,0,The School Mistress (Emerson Pass Historicals Book 1)
254919,2022-05-19 16:51:28,4rmx46,The Legs Are The Last To Go,1.99,0.0,0,"The Legs Are the Last to Go: Aging, Acting, Marrying, and Other Things I Learned the Hard Way"
254920,2022-05-19 16:52:45,9vqc64,Ship Of Magic,2.99,0.009999999999999787,1,Ship of Magic (Liveship Traders Trilogy Book 1)
254921,2022-05-19 17:01:52,pakr27,Waco: A Survivor's Story,2.99,0.009999999999999787,1,Waco: A Survivor's Story
254922,2022-05-19 17:05:02,uog574,Time Limits,1.99,0.0,0,Time Limits: A Marc McKnight Time Travel Adventure (Marc McKnight Time Travel Adventures Book 1)
254923,2022-05-19 17:08:47,t7di47,Black Cop's Kid,1.99,1.01,1,Black Cop's Kid: An Essay
254924,2022-05-19 17:09:28,ak0361,Every Little Secret,0.99,0.0,0,Every Little Secret: A new suspense-packed psychological thriller for 2022!
254925,2022-05-19 17:12:28,t0qo73,The Lost Girls Of Ireland,0.99,0.0,0,The Lost Girls Of Ireland
254926,2022-05-19 17:15:31,crvd34,Mrs. Kennedy And Me,1.99,1.01,1,Mrs. Kennedy and Me: An Intimate Memoir
254927,2022-05-19 17:17:16,c6sv12,The Alibi,2.99,0.009999999999999787,1,The Alibi
254928,2022-05-19 17:18:54,apqi12,Every Little Secret,0.99,0.0,0,Every Little Secret: A new suspense-packed psychological thriller for 2022!
254929,2022-05-19 17:22:55,ntx533,The Power Of Hades,0.99,2.01,1,The Power of Hades: A Fated Mates Fantasy Romance (The Hades Trials Book 1)
254930,2022-05-19 17:28:50,qi9i40,Escaping Conviction,1.49,0.0,0,Escaping Conviction: A Second Chance Romantic Suspense (Conviction Series Book One)
254931,2022-05-19 17:31:12,i45h24,The Lost Girls Of Ireland,0.99,2.01,1,The Lost Girls Of Ireland
